state,constituency,has_generated_note,has_manual_note,has_suggested_note,manual_confidence,data_quality_label,is_priority_seat,needs_manual_review,suggested_review_reason
Odisha,Kendrapara,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Odisha,Keonjhar,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Odisha,Koraput,True,False,True,medium,election_only,False,True,manual note missing
Odisha,Mayurbhanj,True,False,True,low,election_only,False,True,manual note missing
Odisha,Nabarangpur,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Odisha,Puri,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Odisha,Sambalpur,True,False,True,medium,election_only,False,True,manual note missing
Odisha,Sundargarh,True,False,True,medium,election_only,False,True,manual note missing
Puducherry,PUDUCHERRY,True,False,True,medium,election_only,True,True,priority seat; large swing; manual note missing; important seat with election-only demographics
Punjab,Amritsar,True,False,True,medium,election_only,True,True,priority seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Punjab,Anandpur Sahib,True,False,True,medium,medium,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Punjab,Bathinda,True,False,True,high,high,False,True,close 2024 contest; large swing; manual note missing
Punjab,Faridkot,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Punjab,Fatehgarh Sahib,True,False,True,high,high,False,True,close 2024 contest; large swing; manual note missing
Punjab,Firozpur,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Punjab,Gurdaspur,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Punjab,Hoshiarpur,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Punjab,Jalandhar,True,False,True,high,high,False,True,large swing; manual note missing
Punjab,Khadoor Sahib,True,False,True,medium,low,True,True,priority seat; flipped seat; large swing; manual note missing
Punjab,Ludhiana,True,False,True,high,high,True,True,priority seat; close 2024 contest; large swing; manual note missing
Punjab,Patiala,True,False,True,medium,election_only,True,True,priority seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Punjab,Sangrur,True,False,True,high,high,False,True,large swing; manual note missing
Rajasthan,AJMER,True,False,True,medium,election_only,False,True,manual note missing
Rajasthan,ALWAR,True,False,True,high,high,False,True,close 2024 contest; large swing; manual note missing
Rajasthan,BANSWARA,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Rajasthan,BARMER,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Rajasthan,BHARATPUR,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Rajasthan,BHILWARA,True,False,True,high,high,False,True,manual note missing
Rajasthan,BIKANER,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Rajasthan,CHITTORGARH,True,False,True,high,high,False,True,manual note missing
Rajasthan,CHURU,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Rajasthan,DAUSA,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Rajasthan,GANGANAGAR,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Rajasthan,JAIPUR,True,False,True,medium,election_only,False,True,manual note missing
Rajasthan,JAIPUR RURAL,True,False,True,medium,election_only,True,True,priority seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Rajasthan,JALORE,True,False,True,medium,election_only,False,True,manual note missing
Rajasthan,JHALAWAR-BARAN,True,False,True,medium,election_only,False,True,manual note missing
Rajasthan,JHUNJHUNU,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Rajasthan,JODHPUR,True,False,True,medium,election_only,False,True,manual note missing
Rajasthan,KARAULI-DHOLPUR,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Rajasthan,KOTA,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Rajasthan,NAGAUR,True,False,True,medium,election_only,True,True,priority seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Rajasthan,PALI,True,False,True,high,high,False,True,large swing; manual note missing
Rajasthan,RAJSAMAND,True,False,True,high,high,False,True,manual note missing
Rajasthan,SIKAR,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Rajasthan,TONK-SAWAI MADHOPUR,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Rajasthan,UDAIPUR,True,False,True,medium,election_only,False,True,large swing; manual note missing
Sikkim,Sikkim,True,False,True,medium,election_only,False,True,manual note missing
Tamil Nadu,ARAKKONAM,True,False,True,low,high,False,True,manual note missing
Tamil Nadu,ARANI,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Tamil Nadu,CHENNAI CENTRAL,True,False,True,low,high,True,True,priority seat; large swing; manual note missing
Tamil Nadu,CHENNAI NORTH,True,False,True,low,high,False,True,large swing; manual note missing
Tamil Nadu,CHENNAI SOUTH,True,False,True,low,election_only,True,True,priority seat; large swing; manual note missing; important seat with election-only demographics
Tamil Nadu,CHIDAMBARAM,True,False,True,low,high,False,True,large swing; manual note missing
Tamil Nadu,COIMBATORE,True,True,True,medium,election_only,True,True,priority seat; flipped seat; important seat with election-only demographics
Tamil Nadu,CUDDALORE,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Tamil Nadu,DHARMAPURI,True,False,True,low,low,False,True,close 2024 contest; manual note missing
Tamil Nadu,DINDIGUL,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Tamil Nadu,ERODE,True,False,True,low,high,False,True,manual note missing
Tamil Nadu,KALLAKURICHI,True,False,True,low,high,False,True,close 2024 contest; manual note missing
Tamil Nadu,KANCHEEPURAM,True,False,True,low,high,False,True,manual note missing
Tamil Nadu,KANNIYAKUMARI,True,False,True,medium,election_only,False,True,manual note missing
Tamil Nadu,KARUR,True,False,True,high,high,False,True,large swing; manual note missing
Tamil Nadu,KRISHNAGIRI,True,False,True,medium,election_only,False,True,large swing; manual note missing
Tamil Nadu,MADURAI,True,False,True,low,election_only,False,True,large swing; manual note missing
Tamil Nadu,MAYILADUTHURAI,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Tamil Nadu,NAGAPATTINAM,True,False,True,low,high,False,True,large swing; manual note missing
Tamil Nadu,NAMAKKAL,True,False,True,low,high,False,True,close 2024 contest; manual note missing
Tamil Nadu,NILGIRIS,True,False,True,low,high,True,True,priority seat; large swing; manual note missing
Tamil Nadu,PERAMBALUR,True,False,True,low,high,False,True,large swing; manual note missing
Tamil Nadu,POLLACHI,True,False,True,low,election_only,False,True,large swing; manual note missing
Tamil Nadu,RAMANATHAPURAM,True,False,True,low,low,True,True,priority seat; large swing; manual note missing
Tamil Nadu,SALEM,True,False,True,low,high,False,True,manual note missing
Tamil Nadu,SIVAGANGA,True,False,True,high,high,False,True,large swing; manual note missing
Tamil Nadu,SRIPERUMBUDUR,True,False,True,low,high,False,True,manual note missing
Tamil Nadu,TENKASI,True,False,True,low,election_only,False,True,large swing; manual note missing
Tamil Nadu,THANJAVUR,True,False,True,low,high,False,True,large swing; manual note missing
Tamil Nadu,THENI,True,False,True,low,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Tamil Nadu,THOOTHUKKUDI,True,False,True,low,election_only,True,True,priority seat; large swing; manual note missing; important seat with election-only demographics
Tamil Nadu,TIRUCHIRAPPALLI,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Tamil Nadu,TIRUNELVELI,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Tamil Nadu,TIRUPPUR,True,False,True,low,high,False,True,large swing; manual note missing
Tamil Nadu,TIRUVALLUR,True,False,True,high,high,False,True,large swing; manual note missing
Tamil Nadu,TIRUVANNAMALAI,True,False,True,low,high,False,True,large swing; manual note missing
Tamil Nadu,VELLORE,True,False,True,low,high,True,True,priority seat; large swing; manual note missing
Tamil Nadu,VILUPPURAM,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Tamil Nadu,VIRUDHUNAGAR,True,False,True,medium,election_only,True,True,priority seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Telangana,Adilabad,True,False,True,high,high,False,True,large swing; manual note missing
Telangana,Bhongir,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Telangana,Chevella,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Telangana,Hyderabad,True,True,True,medium,high,True,True,priority seat
Telangana,Karimnagar,True,False,True,high,high,False,True,large swing; manual note missing
Telangana,Khammam,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Telangana,Mahabubabad,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Telangana,Mahbubnagar,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Telangana,Malkajgiri,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Telangana,Medak,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Telangana,Nagarkurnool,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Telangana,Nalgonda,True,False,True,high,high,False,True,large swing; manual note missing
Telangana,Nizamabad,True,False,True,high,high,False,True,large swing; manual note missing
Telangana,Peddapalle,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Telangana,Secunderabad,True,False,True,high,high,False,True,close 2024 contest; large swing; manual note missing
Telangana,Warangal,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Telangana,Zahirabad,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Tripura,Tripura East,True,False,True,high,high,False,True,large swing; manual note missing
Tripura,Tripura West,True,False,True,high,high,False,True,large swing; manual note missing
Uttarakhand,Almora,True,False,True,medium,election_only,False,True,manual note missing
Uttarakhand,Garhwal,True,False,True,medium,election_only,False,True,manual note missing
Uttarakhand,Haridwar,True,False,True,medium,election_only,False,True,manual note missing
Uttarakhand,Nainital-Udhamsingh Nagar,True,False,True,medium,election_only,False,True,manual note missing
Uttarakhand,Tehri Garhwal,True,False,True,medium,election_only,False,True,large swing; manual note missing
Uttar Pradesh,Agra,True,False,True,high,high,False,True,manual note missing
Uttar Pradesh,Akbarpur,True,False,True,medium,election_only,False,True,close 2024 contest; large swing; manual note missing
Uttar Pradesh,Aligarh,True,False,True,high,high,False,True,close 2024 contest; large swing; manual note missing
Uttar Pradesh,Allahabad,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Uttar Pradesh,Ambedkar Nagar,True,False,True,low,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Uttar Pradesh,Amethi,True,True,True,medium,high,True,True,priority seat; flipped seat; large swing
Uttar Pradesh,Amroha,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Uttar Pradesh,Aonla,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; manual note missing; important seat with election-only demographics
Uttar Pradesh,Azamgarh,True,False,True,low,election_only,False,True,manual note missing
Uttar Pradesh,Badaun,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Uttar Pradesh,Baghpat,True,False,True,low,high,True,True,priority seat; flipped seat; large swing; manual note missing
Uttar Pradesh,Baharaich,True,False,True,medium,election_only,False,True,manual note missing
Uttar Pradesh,Ballia,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Uttar Pradesh,Banda,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Uttar Pradesh,Bansgaon,True,False,True,medium,election_only,True,True,priority seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Uttar Pradesh,Barabanki,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Uttar Pradesh,Bareilly,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Uttar Pradesh,Basti,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Uttar Pradesh,Bhadohi,True,False,True,medium,election_only,False,True,close 2024 contest; manual note missing
Uttar Pradesh,Bijnor,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Uttar Pradesh,Bulandshahr,True,False,True,high,high,False,True,large swing; manual note missing
Uttar Pradesh,Chandauli,True,False,True,low,election_only,True,True,priority seat; flipped seat; close 2024 contest; manual note missing; important seat with election-only demographics
Uttar Pradesh,Deoria,True,False,True,high,high,True,True,priority seat; close 2024 contest; large swing; manual note missing
Uttar Pradesh,Dhaurahra,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Uttar Pradesh,Domariyaganj,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Uttar Pradesh,Etah,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Uttar Pradesh,Etawah,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Uttar Pradesh,Faizabad,True,True,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; important seat with election-only demographics
Uttar Pradesh,Farrukhabad,True,False,True,high,high,True,True,priority seat; close 2024 contest; manual note missing
Uttar Pradesh,Fatehpur,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Uttar Pradesh,Fatehpur Sikri,True,False,True,high,high,True,True,priority seat; close 2024 contest; large swing; manual note missing
Uttar Pradesh,Firozabad,True,False,True,low,high,True,True,priority seat; flipped seat; manual note missing
Uttar Pradesh,Gautam Buddha Nagar,True,False,True,medium,election_only,False,True,manual note missing
Uttar Pradesh,Ghaziabad,True,False,True,high,high,False,True,large swing; manual note missing
Uttar Pradesh,Ghazipur,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Uttar Pradesh,Ghosi,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Uttar Pradesh,Gonda,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Uttar Pradesh,Gorakhpur,True,False,True,medium,election_only,False,True,manual note missing
Uttar Pradesh,Hamirpur,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Uttar Pradesh,Hardoi,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Uttar Pradesh,Hathras,True,False,True,high,high,False,True,manual note missing
Uttar Pradesh,Jalaun,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; manual note missing; important seat with election-only demographics
Uttar Pradesh,Jaunpur,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Uttar Pradesh,Jhansi,True,False,True,high,high,True,True,priority seat; large swing; manual note missing
Uttar Pradesh,Kairana,True,True,True,medium,high,True,True,priority seat; flipped seat
Uttar Pradesh,Kaiserganj,True,False,True,high,high,False,True,manual note missing
Uttar Pradesh,Kannauj,True,True,True,medium,election_only,True,True,priority seat; flipped seat; large swing; important seat with election-only demographics
Uttar Pradesh,Kanpur,True,False,True,medium,election_only,False,True,close 2024 contest; large swing; manual note missing
Uttar Pradesh,Kaushambi,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Uttar Pradesh,Kheri,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; large swing; manual note missing
Uttar Pradesh,Kushi Nagar,True,False,True,medium,election_only,False,True,large swing; manual note missing
Uttar Pradesh,Lalganj,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Uttar Pradesh,Lucknow,True,False,True,high,high,False,True,large swing; manual note missing
Uttar Pradesh,Machhlishahr,True,False,True,low,election_only,True,True,priority seat; flipped seat; close 2024 contest; manual note missing; important seat with election-only demographics
Uttar Pradesh,Maharajganj,True,False,True,medium,election_only,True,True,priority seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Uttar Pradesh,Mainpuri,True,False,True,low,election_only,False,True,manual note missing
Uttar Pradesh,Mathura,True,False,True,high,high,False,True,large swing; manual note missing
Uttar Pradesh,Meerut,True,False,True,high,high,True,True,priority seat; close 2024 contest; manual note missing
Uttar Pradesh,Mirzapur,True,False,True,low,high,False,True,close 2024 contest; manual note missing
Uttar Pradesh,Misrikh,True,False,True,high,high,False,True,close 2024 contest; manual note missing
Uttar Pradesh,Mohanlalganj,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
Uttar Pradesh,Moradabad,True,False,True,high,high,False,True,manual note missing
Uttar Pradesh,Muzaffarnagar,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
Uttar Pradesh,Nagina,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Uttar Pradesh,Phulpur,True,False,True,medium,election_only,True,True,priority seat; close 2024 contest; large swing; manual note missing; important seat with election-only demographics
Uttar Pradesh,Pilibhit,True,False,True,low,high,False,True,manual note missing
Uttar Pradesh,Pratapgarh,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Uttar Pradesh,Rae Bareli,True,True,True,medium,election_only,True,True,priority seat; large swing; important seat with election-only demographics
Uttar Pradesh,Rampur,True,False,True,high,high,False,True,manual note missing
Uttar Pradesh,Robertsganj,True,False,True,low,medium,True,True,priority seat; flipped seat; manual note missing
Uttar Pradesh,Saharanpur,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Uttar Pradesh,Salempur,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; manual note missing; important seat with election-only demographics
Uttar Pradesh,Sambhal,True,False,True,high,high,False,True,manual note missing
Uttar Pradesh,Sant Kabir Nagar,True,False,True,medium,election_only,True,True,priority seat; flipped seat; large swing; manual note missing; important seat with election-only demographics
Uttar Pradesh,Shahjahanpur,True,False,True,high,high,False,True,close 2024 contest; large swing; manual note missing
Uttar Pradesh,Shrawasti,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
Uttar Pradesh,Sitapur,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
Uttar Pradesh,Sultanpur,True,True,True,medium,high,True,True,priority seat; flipped seat; close 2024 contest
Uttar Pradesh,Unnao,True,False,True,high,high,False,True,close 2024 contest; large swing; manual note missing
Uttar Pradesh,Varanasi,True,True,True,medium,election_only,True,True,priority seat; large swing; important seat with election-only demographics
West Bengal,Alipurduars,True,False,True,medium,election_only,False,True,manual note missing
West Bengal,Arambag,True,False,True,high,high,True,True,priority seat; close 2024 contest; manual note missing
West Bengal,Asansol,True,True,True,medium,high,True,True,priority seat; flipped seat; close 2024 contest
West Bengal,Baharampur,True,False,True,high,high,True,True,priority seat; flipped seat; large swing; manual note missing
West Bengal,Balurghat,True,False,True,high,high,True,True,priority seat; close 2024 contest; manual note missing
West Bengal,Bangaon,True,False,True,high,high,False,True,close 2024 contest; manual note missing
West Bengal,Bankura,True,False,True,low,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
West Bengal,Barasat,True,False,True,high,high,False,True,manual note missing
West Bengal,Bardhaman-Durgapur,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
West Bengal,Bardhaman Purba,True,False,True,medium,election_only,False,True,manual note missing
West Bengal,Barrackpur,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
West Bengal,Basirhat,True,False,True,high,high,False,True,manual note missing
West Bengal,Birbhum,True,False,True,high,high,False,True,manual note missing
West Bengal,Bishnupur,True,False,True,medium,election_only,True,True,priority seat; close 2024 contest; manual note missing; important seat with election-only demographics
West Bengal,Bolpur,True,False,True,high,high,False,True,manual note missing
West Bengal,Coochbehar,True,False,True,high,high,True,True,priority seat; flipped seat; close 2024 contest; manual note missing
West Bengal,Darjeeling,True,False,True,high,high,False,True,manual note missing
West Bengal,Diamond harbour,True,True,True,medium,election_only,True,True,priority seat; large swing; important seat with election-only demographics
West Bengal,Dum dum,True,True,True,medium,high,False,False,
West Bengal,Ghatal,True,False,True,medium,election_only,False,True,manual note missing
West Bengal,Hooghly,True,False,True,high,high,True,True,priority seat; flipped seat; manual note missing
West Bengal,Howrah,True,False,True,high,high,False,True,manual note missing
West Bengal,Jadavpur,True,True,True,medium,high,False,False,
West Bengal,Jalpaiguri,True,False,True,high,high,False,True,manual note missing
West Bengal,Jangipur,True,False,True,high,high,False,True,large swing; manual note missing
West Bengal,Jaynagar,True,False,True,high,high,False,True,manual note missing
West Bengal,Jhargram,True,False,True,medium,election_only,True,True,priority seat; flipped seat; manual note missing; important seat with election-only demographics
West Bengal,Kanthi,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; manual note missing; important seat with election-only demographics
West Bengal,Kolkata Dakshin,True,True,True,medium,election_only,False,False,
West Bengal,Kolkata Uttar,True,False,True,medium,election_only,False,True,manual note missing
West Bengal,Krishnanagar,True,False,True,medium,election_only,False,True,close 2024 contest; manual note missing
West Bengal,Maldaha Dakshin,True,False,True,medium,election_only,False,True,manual note missing
West Bengal,Maldaha Uttar,True,False,True,medium,election_only,False,True,manual note missing
West Bengal,Mathurapur,True,False,True,high,high,False,True,manual note missing
West Bengal,Medinipur,True,False,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; manual note missing; important seat with election-only demographics
West Bengal,Murshidabad,True,False,True,high,high,False,True,large swing; manual note missing
West Bengal,Purulia,True,False,True,high,high,True,True,priority seat; close 2024 contest; manual note missing
West Bengal,Raiganj,True,False,True,high,high,False,True,close 2024 contest; large swing; manual note missing
West Bengal,Ranaghat,True,False,True,high,high,False,True,manual note missing
West Bengal,Sreerampur,True,False,True,high,high,False,True,manual note missing
West Bengal,Tamluk,True,True,True,medium,election_only,True,True,priority seat; flipped seat; close 2024 contest; large swing; important seat with election-only demographics
West Bengal,Uluberia,True,False,True,high,high,False,True,manual note missing
